,title,release_date,popularity,vote_average,vote_count
5401,Infinite,9/9/2021,6.2244,6.599,1984
5402,The Long Kiss Goodnight,10/11/1996,2.8522,6.599,1242
5403,Happy-Go-Lucky,4/18/2008,1.3904,6.599,474
5404,Troll,11/30/2022,3.3834,6.598,1789
5405,Dumbo,3/27/2019,5.2058,6.598,4409
5406,Great Expectations,1/30/1998,2.4883,6.6,625
5407,The Warriors Gate,11/18/2016,2.0882,6.597,359
5408,Sunshine Cleaning,1/18/2008,1.5208,6.597,791
5409,Robin Hood: Men in Tights,7/28/1993,4.752,6.6,2151
5410,Annabelle: Creation,8/3/2017,10.7863,6.596,5732
5411,Unstoppable,11/4/2010,5.9327,6.596,3681
5412,Big Stan,11/3/2007,5.5704,6.596,952
5413,The Legend of Bagger Vance,11/2/2000,2.3582,6.596,935
5414,Lethal Weapon 4,7/10/1998,3.6154,6.596,2764
5415,A Haunting in Venice,9/13/2023,3.7571,6.595,2552
5416,The Tender Bar,12/17/2021,2.0331,6.595,572
5417,The Cursed,7/28/2021,3.4296,6.595,372
5418,The Heat,6/27/2013,3.9335,6.595,4023
5419,Hot Shots!,7/31/1991,4.3179,6.595,2271
5420,Titan A.E.,6/16/2000,2.1043,6.594,1118
5421,The Brave One,9/12/2007,1.9765,6.595,996
5422,Underworld: Evolution,1/12/2006,4.6195,6.595,4172
5423,The Lord of the Rings,11/15/1978,2.7395,6.595,978
5424,Saint Maud,10/9/2020,1.9046,6.6,795
5425,Aquaman and the Lost Kingdom,12/20/2023,10.4357,6.594,3163
5426,The Angel,5/15/2018,1.6749,6.594,314
5427,Angel Has Fallen,8/21/2019,6.3826,6.594,3647
5428,The Exorcism of Emily Rose,9/9/2005,5.3942,6.594,2881
5429,Australia,11/18/2008,3.2979,6.594,2345
5430,American Pie,7/9/1999,15.789,6.595,7917
5431,Silent Hill,4/21/2006,6.1359,6.6,4498
5432,The Ice Age Adventures of Buck Wild,1/28/2022,5.5362,6.593,1767
5433,Playing with Fire,11/8/2019,2.2585,6.6,729
5434,Dolittle,1/2/2020,5.7573,6.593,3723
5435,The Diary of a Teenage Girl,8/7/2015,1.9097,6.6,756
5436,Nothing to Lose,7/18/1997,2.8371,6.6,634
5437,City Hunter,1/14/1993,2.5348,6.593,427
5438,Bringing Out the Dead,10/22/1999,2.0779,6.6,1127
5439,A Bay of Blood,9/8/1971,2.3178,6.6,397
5440,Scoop,7/27/2006,2.353,6.593,1667
5441,Lost Bullet,6/19/2020,2.1723,6.592,884
5442,Radioactive,3/11/2020,1.7507,6.592,865
5443,Dragged Across Concrete,2/21/2019,3.811,6.592,1039
5444,Mine,10/6/2016,2.8414,6.592,1310
5445,Homeward Bound II: Lost in San Francisco,3/8/1996,1.8877,6.592,504
5446,The Burning Plain,11/7/2008,1.2548,6.592,442
5447,The Pelican Brief,9/17/1993,2.9533,6.592,1670
5448,My Best Friend's Wedding,6/19/1997,3.3656,6.592,2751
5449,Stay,9/24/2005,2.7117,6.592,1402
5450,Ghostbusters II,6/16/1989,5.3817,6.6,4613
5451,Z,9/19/2019,1.4261,6.591,329
5452,100 Things,12/6/2018,0.7816,6.6,308
5453,Hanna,4/7/2011,2.9836,6.59,3479
5454,Smile 2,10/16/2024,19.0697,6.591,1710
5455,Retribution,8/23/2023,4.255,6.59,1245
5456,Nothing to Hide,10/17/2018,1.7856,6.59,1383
5457,Strictly Ballroom,8/20/1992,2.0331,6.59,357
5458,Walk Hard: The Dewey Cox Story,12/21/2007,2.5699,6.6,701
5459,Night at the Museum,12/20/2006,7.5088,6.591,10505
5460,Love Lies Bleeding,3/7/2024,5.9866,6.589,829
5461,Bleach,7/20/2018,4.0764,6.6,551
5462,The Last Word,3/3/2017,1.3011,6.589,358
5463,House of Gucci,11/24/2021,4.5139,6.588,3246
5464,UglyDolls,5/1/2019,2.7226,6.6,449
5465,Ender's Game,10/24/2013,4.0084,6.6,5981
5466,Vampire Hunter D,12/21/1985,2.1552,6.6,494
5467,The Night House,7/15/2021,2.1748,6.587,1206
5468,Return,7/15/1972,0.1737,6.587,415
5469,Bernie,4/27/2012,1.5649,6.587,970
5470,The Last Man on Earth,5/6/1964,1.8624,6.6,450
5471,Flesh + Blood,8/30/1985,1.8626,6.587,403
5472,Spun,2/7/2003,2.534,6.587,481
5473,Recess: School's Out,2/16/2001,2.0924,6.586,353
5474,Logan's Run,6/23/1976,2.7421,6.586,985
5475,Find Me Guilty,3/16/2006,1.8114,6.586,511
5476,Igby Goes Down,9/13/2002,1.4672,6.586,324
5477,In the Realm of the Senses,9/15/1976,6.8803,6.586,666
5478,French Fried Vacation,11/11/1978,1.5331,6.585,918
5479,To Die For,9/22/1995,2.795,6.6,823
5480,Sergio,1/28/2020,1.5734,6.584,341
5481,From the Land of the Moon,10/19/2016,1.9656,6.584,310
5482,Get the Gringo,3/15/2012,2.8742,6.584,1686
5483,You Only Live Twice,6/13/1967,5.238,6.584,2299
5484,Star Trek III: The Search for Spock,6/1/1984,2.3602,6.584,1425
5485,Through My Window: Across the Sea,6/23/2023,6.7286,6.583,911
5486,May December,11/16/2023,3.5633,6.583,929
5487,They Cloned Tyrone,6/14/2023,1.7896,6.6,643
5488,Night Hunter,8/8/2019,3.2707,6.578,1012
5489,It Follows,2/4/2015,8.8644,6.583,6580
5490,Black Rain,9/22/1989,2.6389,6.6,1151
5491,Return,,0.1707,6.582,439
5492,Piggy,10/7/2022,1.5774,6.582,646
5493,Vengeance,7/29/2022,1.8259,6.582,420
5494,Brexit: The Uncivil War,1/19/2019,0.955,6.582,329
5495,The Fury of a Patient Man,9/9/2016,1.452,6.582,438
5496,The Masque of the Red Death,6/24/1964,1.5176,6.582,335
5497,Hannah Montana: The Movie,4/10/2009,3.4203,6.582,2044
5498,Star Wars: Episode II - Attack of the Clones,5/15/2002,6.7084,6.582,13712
5499,Austin Powers: International Man of Mystery,5/2/1997,4.769,6.6,3567
5500,The Order,12/5/2024,5.9718,6.58,690
5501,Jingle Jangle: A Christmas Journey,11/6/2020,1.6029,6.581,535
5502,I'm Thinking of Ending Things,8/28/2020,2.1223,6.581,2032
5503,The Swan Princess,11/18/1994,2.7757,6.581,973
5504,Puss in Boots,10/27/2011,11.5433,6.58,4261
5505,12,6/6/2007,1.054,6.58,401
5506,I Care a Lot,2/19/2021,3.2222,6.579,2803
5507,The Children Act,8/1/2018,1.3934,6.579,625
5508,My First Time,1/18/2012,0.5668,6.6,532
5509,The Crucible,11/27/1996,1.7194,6.579,521
5510,Better Off Dead...,8/23/1985,3.107,6.6,518
5511,The Lion King 1½,10/28/2004,4.5675,6.578,3042
5512,A Cinderella Story,7/16/2004,5.7689,6.579,3274
5513,Evil Dead,4/5/2013,5.599,6.578,4772
5514,Prometheus,5/30/2012,10.5399,6.578,12663
5515,Kalifornia,6/24/1993,1.2543,6.6,814
5516,James and the Giant Peach,4/12/1996,3.9967,6.578,1366
5517,The Unholy,3/31/2021,5.3434,6.577,2202
5518,The Mask of Zorro,7/16/1998,5.7831,6.577,4124
5519,The Killer,10/25/2023,5.0546,6.576,2442
5520,Greta,2/28/2019,3.0995,6.576,1384
5521,"I Love You, Man",3/20/2009,2.5551,6.576,1801
5522,Appaloosa,9/19/2008,2.049,6.576,1037
5523,The Muppets Take Manhattan,6/27/1984,1.8654,6.576,393
5524,Chaos Walking,2/24/2021,3.886,6.575,2414
5525,A Whole Life Ahead,3/28/2008,0.8323,6.575,314
5526,Halloween II,10/30/1981,2.7333,6.6,2133
5527,Man Up,5/29/2015,1.6917,6.574,1010
5528,Silver Bullet,10/10/1985,2.3822,6.574,642
5529,The Howling,1/21/1981,2.0868,6.6,817
5530,Lionheart,6/7/1990,4.7077,6.6,1083
5531,Over the Hedge,5/17/2006,5.8877,6.573,4606
5532,On Her Majesty's Secret Service,12/18/1969,4.8996,6.573,1990
5533,Alex Strangelove,4/16/2018,2.1032,6.572,1547
5534,Chinese Puzzle,12/4/2013,2.2948,6.572,697
5535,Horrible Bosses,7/8/2011,5.2218,6.573,6508
5536,The Place Promised in Our Early Days,11/20/2004,1.9939,6.6,528
5537,The Rat Catcher,9/28/2023,1.5486,6.571,446
5538,Emilia Pérez,8/21/2024,5.446,6.572,1747
5539,The Kindergarten Teacher,9/23/2018,1.3788,6.571,358
5540,Woody Woodpecker,10/5/2017,2.4245,6.571,744
5541,The Son of Bigfoot,7/26/2017,3.2236,6.571,500
5542,Lady Macbeth,12/12/2016,1.7227,6.571,780
5543,Out of the Furnace,11/12/2013,1.9617,6.571,2013
5544,May,4/11/2003,1.461,6.6,651
5545,Hitch,2/11/2005,5.4008,6.571,5957
5546,Nell,12/23/1994,1.218,6.571,520
5547,Red Tails,1/19/2012,2.2228,6.57,652
5548,The Debt,9/30/2010,1.5232,6.57,913
5549,The Eye,5/9/2002,1.8011,6.57,431
5550,Ace Ventura: Pet Detective,2/4/1994,6.3335,6.57,6031
5551,The Perfect Secret,10/31/2019,0.5606,6.569,318
5552,Reminiscence,8/18/2021,2.3355,6.569,1842
5553,Water Lilies,5/17/2007,2.3259,6.569,441
5554,Outbreak,3/10/1995,3.2268,6.569,2346
5555,Housebound,9/4/2014,0.7432,6.568,864
5556,The Grey,1/26/2012,4.7484,6.569,3936
5557,The Art of Getting By,6/17/2011,1.5946,6.6,1318
5558,Welcome to the Rileys,10/29/2010,0.9808,6.568,412
5559,The Brothers Bloom,9/9/2008,1.4336,6.6,666
5560,Little Man Tate,9/6/1991,1.961,6.568,315
5561,Sliding Doors,4/23/1998,1.831,6.568,1360
5562,Dan in Real Life,10/26/2007,2.5562,6.568,1269
5563,Sex and the City,5/12/2008,5.2315,6.568,2172
5564,Reality Bites,2/18/1994,1.5755,6.6,754
5565,No Man of God,8/19/2021,1.2522,6.567,305
5566,Pinocchio,12/19/2019,2.7176,6.567,1525
5567,Stripes,6/26/1981,2.7578,6.6,947
5568,Dead Calm,4/7/1989,4.2288,6.6,779
5569,The Pledge,1/19/2001,4.9478,6.569,1117
5570,LEGO Star Wars Holiday Special,11/17/2020,1.5492,6.566,347
5571,The Wild One,12/30/1953,1.9225,6.566,311
5572,"New York, New York",6/21/1977,1.4565,6.566,480
5573,Beast,8/11/2022,4.2815,6.565,1631
5574,The Art of Self-Defense,7/12/2019,2.4444,6.6,766
5575,The Ledge,2/18/2022,3.8107,6.564,373
5576,Halloween,10/18/2018,6.6742,6.6,4866
5577,Hitchcock,11/22/2012,2.6583,6.564,1560
5578,The Poughkeepsie Tapes,4/27/2007,3.1108,6.564,683
5579,Pandorum,9/8/2009,3.5782,6.563,2483
5580,Drive Me Crazy,10/1/1999,1.5595,6.6,401
5581,Mr. Mom,7/22/1983,1.7044,6.564,329
5582,Star Wars: Episode I - The Phantom Menace,5/19/1999,7.3701,6.564,15151
5583,Secret Window,3/12/2004,3.401,6.564,3753
5584,Ocean's Twelve,12/9/2004,5.7786,6.564,7496
5585,The Protégé,8/19/2021,3.8211,6.563,1056
5586,Insidious: The Red Door,7/5/2023,7.6046,6.563,1815
5587,The Gauntlet,12/17/1977,2.4926,6.563,568
5588,The Salton Sea,2/12/2002,1.5598,6.563,331
5589,Hamburger Hill,8/7/1987,1.4657,6.6,479
5590,The Legacy of the Bones,12/5/2019,1.9273,6.562,437
5591,Alice Through the Looking Glass,5/25/2016,6.3004,6.562,6560
5592,Seeking a Friend for the End of the World,6/22/2012,1.9693,6.563,2149
5593,The Tigger Movie,2/11/2000,2.7291,6.6,586
5594,Pirates of the Caribbean: On Stranger Tides,5/15/2011,15.3337,6.561,14416
5595,Sobibor,5/3/2018,1.6443,6.6,305
5596,When We First Met,2/8/2018,2.3544,6.561,2318
5597,Page Eight,8/28/2011,1.4658,6.561,311
5598,The Karate Kid,6/10/2010,12.4165,6.561,6274
5599,Blade II,3/22/2002,4.7774,6.561,4917
5600,Godzilla: City on the Edge of Battle,5/18/2018,1.7603,6.6,375
5601,The Measure of a Man,3/16/2015,1.7306,6.565,352
5602,Spectre,10/26/2015,6.747,6.56,10784
5603,Trust,9/10/2010,2.504,6.56,994
5604,In Hell,11/24/2003,2.9595,6.56,555
5605,Longlegs,7/10/2024,8.8717,6.559,2169
5606,Freaky,11/12/2020,2.9051,6.559,1709
5607,The Birth of a Nation,9/9/2016,2.6301,6.559,541
5608,The Secret of Moonacre,2/6/2009,2.3594,6.559,468
5609,F/X,2/7/1986,2.1981,6.559,464
5610,I Am All Girls,5/14/2021,1.197,6.6,309
5611,Solo: A Star Wars Story,5/15/2018,6.1772,6.558,8876
5612,Return of the Living Dead III,10/1/1993,2.3067,6.558,875
5613,Funny Games,3/14/2008,2.676,6.558,2125
5614,It’s the Law,1/19/2017,0.7084,6.557,766
5615,The Man with the Iron Heart,5/25/2017,1.9111,6.6,787
5616,The Giver,8/13/2014,4.0581,6.556,4501
5617,The Iceman,9/1/2012,2.3498,6.556,1062
5618,The Quick and the Dead,2/9/1995,4.541,6.555,1821
5619,The Faculty,12/25/1998,3.5561,6.556,2088
5620,The Lost World: Jurassic Park,5/23/1997,0.9528,6.557,8773
5621,Orion and the Dark,2/1/2024,4.6215,6.555,576
5622,Joy Ride,6/22/2023,2.6665,6.557,428
5623,The Conspirator,4/15/2011,1.4391,6.555,460
5624,The Warrior's Way,12/1/2010,2.0624,6.555,635
5625,The Stepfather,1/23/1987,1.9786,6.555,347
5626,Hunting & Gathering,3/21/2007,1.2461,6.555,417
5627,Mary Queen of Scots,12/7/2018,2.8968,6.554,1845
5628,The Mighty Ducks,10/2/1992,2.0629,6.6,922
5629,The Vast of Night,6/1/2019,3.5136,6.553,1085
5630,Black '47,9/5/2018,1.5222,6.553,313
5631,The East,5/31/2013,1.4864,6.6,802
5632,The Deep End of the Ocean,3/12/1999,2.494,6.553,497
5633,Step Brothers,7/25/2008,3.9396,6.6,3219
5634,Weird Science,8/1/1985,3.3501,6.6,1451
5635,Event Horizon,8/15/1997,4.4236,6.6,3021
5636,Joy,12/24/2015,2.7448,6.552,4174
5637,Scouts Guide to the Zombie Apocalypse,10/23/2015,11.421,6.552,1985
5638,Annie,5/21/1982,3.1517,6.552,729
5639,Small Soldiers,7/10/1998,4.1812,6.6,2205
5640,Fragile,10/14/2005,1.886,6.552,596
5641,The Fox and the Child,12/27/2007,1.1125,6.6,349
5642,Queenpins,8/26/2021,2.3021,6.551,458
5643,The Love Bug,12/23/1968,2.1363,6.6,612
5644,Until Dawn,4/23/2025,27.3379,6.549,906
5645,Alibi.com 2,1/7/2023,1.516,6.5,449
5646,Monster Hunter,12/3/2020,3.6357,6.55,3411
5647,Sudden Impact,12/8/1983,2.5282,6.55,940
5648,The Girl with All the Gifts,9/23/2016,4.8914,6.549,2053
5649,King Arthur: Legend of the Sword,5/10/2017,6.3279,6.549,5834
5650,A Night at the Roxbury,10/1/1998,3.3311,6.5,937
5651,K-19: The Widowmaker,7/19/2002,3.0266,6.549,1081
5652,Indiana Jones and the Dial of Destiny,6/25/2023,9.0498,6.547,3751
5653,Slayers Return,8/3/1996,0.7144,6.5,2071
5654,Raise Your Voice,8/10/2004,1.8321,6.5,840
5655,High School Musical 3: Senior Year,10/11/2008,3.4093,6.548,3519
5656,High School Musical,1/20/2006,3.2066,6.548,4653
5657,Bubba Ho-tep,6/9/2002,1.2119,6.548,643
5658,Kong: Skull Island,3/8/2017,8.1799,6.547,10743
5659,Romper Stomper,3/5/1992,1.0397,6.547,522
5660,Escape Room,1/3/2019,5.857,6.547,4825
5661,Wonder Park,3/13/2019,2.9237,6.546,719
5662,The Whole Truth,3/25/2016,2.3302,6.546,1218
5663,Cold in July,5/23/2014,2.1765,6.546,768
5664,Dinosaur,5/19/2000,6.1747,6.546,2626
5665,Bad Santa,11/26/2003,2.8886,6.546,2222
5666,DragonHeart,5/31/1996,3.2039,6.546,2028
5667,Who You Think I Am,2/27/2019,1.1179,6.545,334
5668,The Homesman,5/18/2014,2.6207,6.545,823
5669,Gantz,11/29/2010,2.479,6.545,313
5670,Super Troopers,2/15/2001,2.0526,6.5,1149
5671,Hot Shots! Part Deux,5/21/1993,3.938,6.545,1923
5672,Calendar Girls,9/2/2003,1.6695,6.545,389
5673,The Hobbit,11/27/1977,2.2357,6.545,337
5674,I Don't Feel at Home in This World Anymore,1/19/2017,1.1658,6.544,1333
5675,Truth,10/16/2015,2.0737,6.544,505
5676,Looking for Eric,5/27/2009,1.2055,6.544,352
5677,Cinderella III: A Twist in Time,2/6/2007,3.2289,6.544,1293
5678,The People Under the Stairs,11/1/1991,2.0991,6.5,689
5679,The Witches of Eastwick,6/12/1987,2.3876,6.54,1456
5680,Twister,5/10/1996,6.9583,6.546,3614
5681,Lost Bullet 2,11/10/2022,1.9467,6.543,438
5682,Wolfs,9/20/2024,8.7058,6.543,1183
5683,Jolt,7/15/2021,4.7986,6.543,1306
5684,You Were Never Really Here,11/8/2017,2.4967,6.543,2888
5685,Leroy & Stitch,6/23/2006,4.3526,6.543,573
5686,Flyboys,9/22/2006,2.804,6.5,815
5687,A Perfect Murder,6/5/1998,3.8645,6.542,1459
5688,The Running Man,11/13/1987,6.2514,6.543,2508
5689,The Day After Tomorrow,5/26/2004,6.5732,6.543,8421
5690,Sputnik,7/24/2020,2.2566,6.546,908
5691,Wish I Was Here,7/18/2014,1.3867,6.542,745
5692,Super,11/26/2010,2.1215,6.542,1644
5693,Blind Fury,8/17/1989,1.9887,6.542,474
5694,Freaky Friday,8/5/2003,34.3584,6.542,3972
5695,MouseHunt,12/19/1997,2.5784,6.542,1287
5696,Saving Grace,1/24/2000,1.0296,6.5,421
5697,Inherent Vice,12/12/2014,4.4051,6.541,2561
5698,The Water Horse,12/25/2007,2.8158,6.541,1086
5699,Regarding Henry,7/10/1991,1.4319,6.541,609
5700,The Water Horse,12/25/2007,2.8158,6.541,1086
5701,Regarding Henry,7/10/1991,1.4319,6.541,609
5702,Harold & Kumar Go to White Castle,7/2/2004,3.338,6.5,2134
5703,Jurassic World: Fallen Kingdom,6/6/2018,22.7168,6.54,12243
5704,Phantasm,3/28/1979,2.1293,6.54,720
5705,The Witches of Eastwick,6/12/1987,2.3876,6.54,1456
5706,The Chronicles of Riddick,6/11/2004,2.8833,6.5,4237
5707,Beast,4/18/2018,1.3964,6.539,308
5708,Awake,11/28/2007,2.9645,6.539,1412
5709,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,8/6/1972,2.0765,6.539,953
5710,The Limey,10/8/1999,1.7636,6.539,459
5711,Proximity,5/15/2020,2.8237,6.538,342
5712,A Good Doctor,12/11/2019,0.8309,6.5,320
5713,Shaft,6/14/2019,2.0404,6.538,1773
5714,Epic,5/15/2013,4.7551,6.538,2824
5715,Underworld: Rise of the Lycans,1/22/2009,5.4636,6.538,3774
5716,Paranoid Park,7/12/2007,0.9627,6.538,563
5717,For Your Eyes Only,6/24/1981,4.6606,6.538,1935
5718,Death of a Unicorn,3/27/2025,25.0362,6.537,446
5719,2 Guns,8/2/2013,4.6477,6.537,4265
5720,The Electric State,3/7/2025,8.5674,6.536,1309
5721,Mr. Turner,10/31/2014,2.1385,6.536,541
5722,The Nutty Professor,6/4/1963,2.036,6.5,434
5723,Red Sparrow,2/15/2018,5.4379,6.5,6132
5724,The Mermaid,2/8/2016,3.2895,6.535,449
5725,The Taking of Deborah Logan,10/21/2014,8.6631,6.536,1323
5726,The Ref,3/9/1994,1.025,6.535,347
5727,The Man Without a Face,8/25/1993,1.7982,6.535,526
5728,The Monkey King,8/11/2023,2.7601,6.534,310
5729,The Voyeurs,8/25/2021,11.0921,6.534,1043
5730,Rambo: Last Blood,9/18/2019,6.1556,6.5,4023
5731,Men in Black 3,5/23/2012,6.8295,6.534,10568
5732,Undisputed,7/17/2002,4.9742,6.534,761
5733,The Great Raid,8/12/2005,1.7897,6.5,352
5734,Ghost Town,9/19/2008,2.2221,6.534,1004
5735,Asterix vs. Caesar,3/6/1985,1.6986,6.5,609
5736,I'm Not There,10/1/2007,1.5259,6.534,739
5737,The Tearsmith,4/3/2024,7.6079,6.533,894
5738,Radius,7/17/2017,2.667,6.533,688
5739,What a Beautiful Day,1/5/2011,0.5473,6.533,1511
5740,Dragonfly,2/22/2002,2.0501,6.533,884
5741,Cry-Baby,4/6/1990,2.2538,6.5,1521
5742,The American President,11/17/1995,1.98,6.533,741
5743,Charlie Wilson's War,12/19/2007,2.5639,6.533,1558
5744,EO,9/30/2022,1.0128,6.532,358
5745,Frequencies,7/24/2013,1.5953,6.532,412
5746,Ramona and Beezus,7/23/2010,2.3507,6.532,763
5747,Save the Last Dance,1/12/2001,3.6497,6.535,1301
5748,Luckiest Girl Alive,9/30/2022,1.8875,6.531,870
5749,Everybody Knows,5/9/2018,2.1443,6.531,1001
5750,Tales from Earthsea,7/29/2006,2.8668,6.531,1383
5751,Slither,3/31/2006,2.3479,6.531,1616
5752,The Quiet American,11/22/2002,1.3494,6.531,307
5753,Penguins of Madagascar,11/22/2014,9.867,6.53,4295
5754,Jarhead: Law of Return,10/1/2019,2.0828,6.529,3351
5755,Escape Room: Tournament of Champions,7/1/2021,4.0713,6.529,2131
5756,Killer Joe,6/7/2012,1.9438,6.5,1482
5757,Bolt,11/21/2008,6.2572,6.5,6245
5758,Silent Movie,6/17/1976,1.2662,6.5,308
5759,Mr. Nice Guy,1/31/1997,2.6807,6.529,698
5760,Killer Joe,6/7/2012,1.9438,6.5,1482
5761,Bolt,11/21/2008,6.2572,6.5,6245
5762,Silent Movie,6/17/1976,1.2662,6.5,308
5763,Mr. Nice Guy,1/31/1997,2.6807,6.529,698
5764,Apt Pupil,10/23/1998,2.101,6.529,671
5765,The Living Daylights,6/29/1987,4.2703,6.529,1870
5766,Falling Inn Love,8/29/2019,1.8774,6.528,1167
5767,Hippocrates,9/3/2014,0.7143,6.5,487
5768,Bambi II,1/26/2006,2.8053,6.5,1021
5769,Time Lapse,5/24/2014,1.6352,6.5,1288
5770,RED 2,7/18/2013,5.0846,6.527,4141
5771,U.S. Marshals,3/6/1998,4.0466,6.527,1676
5772,Death of a Unicorn,3/27/2025,25.0362,6.537,446
5773,Spenser Confidential,3/6/2020,2.5645,6.526,2383
5774,Alpha,8/17/2018,4.4792,6.526,2624
5775,Irrational Man,7/17/2015,1.5578,6.526,2414
5776,Act of Valor,2/24/2012,2.5059,6.5,1176
5777,The Company Men,10/21/2010,1.7477,6.526,767
5778,It's a Boy Girl Thing,7/15/2006,2.7017,6.5,1058
5779,Halloweentown High,10/8/2004,1.286,6.526,308
5780,The Fast and the Furious: Tokyo Drift,6/3/2006,2.5869,6.526,7204
5781,Altered Carbon: Resleeved,3/19/2020,1.6317,6.525,303
5782,The Informer,8/30/2019,2.5794,6.525,884
5783,Dead Snow 2: Red vs. Dead,2/12/2014,2.0329,6.526,654
5784,Wanted,6/19/2008,6.8361,6.525,7262
5785,Lou,9/23/2022,1.9489,6.524,702
5786,Mistress America,8/14/2015,1.5072,6.524,556
5787,Tulip Fever,7/13/2017,2.8543,6.524,716
5788,The Babadook,5/22/2014,5.4293,6.524,6167
5789,L'allenatore nel pallone,10/26/1984,0.5577,6.524,381
5790,LOL (Laughing Out Loud),2/4/2009,1.0191,6.5,1319
5791,Boundin',11/4/2003,1.4708,6.524,571
5792,The Postman Always Rings Twice,3/20/1981,2.1594,6.524,515
5793,Grandma's Boy,1/6/2006,1.7648,6.524,695
5794,Eagle vs Shark,7/15/2007,2.8102,6.524,311
5795,The Cotton Club,12/14/1984,2.0897,6.5,418
5796,The Mechanic,1/13/2011,5.8337,6.523,3384
5797,Into the Night,2/22/1985,1.4552,6.5,307
5798,Avalon,1/20/2001,0.9927,6.523,330
5799,Little Monsters,8/29/2019,2.4917,6.522,696
5800,Just Wright,5/14/2010,1.6944,6.522,438
5801,Kiss the Girls,9/29/1997,4.3423,6.522,1749
5802,The Amazing Spider-Man 2,4/16/2014,14.5354,6.521,13663
5803,Detective Dee and the Mystery of the Phantom Flame,9/18/2010,1.8294,6.5,411
5804,Subway,4/10/1985,2.2046,6.5,478
5805,War of the Worlds,6/28/2005,12.4148,6.522,8690
5806,Pitch Perfect 3,12/20/2017,4.2316,6.52,3364
5807,The Money Pit,3/26/1986,2.6219,6.52,1177
5808,Gremlins 2: The New Batch,6/15/1990,4.5484,6.521,2725
5809,Bridget Jones: Mad About the Boy,2/12/2025,6.0067,6.5,370
5810,Look Away,10/12/2018,3.9773,6.519,909
5811,Bridesmaids,5/13/2011,5.3014,6.519,4470
5812,Romantics Anonymous,12/22/2010,1.3255,6.519,555
5813,Dragon Ball Z: The Tree of Might,6/7/1990,3.0781,6.5,593
5814,The Postman Always Rings Twice,3/20/1981,2.1594,6.524,515
5815,Arctic,11/21/2018,2.5679,6.518,1265
5816,The New World,12/25/2005,2.6957,6.5,1201
5817,Courage Under Fire,7/4/1996,2.6762,6.5,972
5818,Blindness,5/14/2008,1.9365,6.5,1305
5819,Beverly Hills Cop II,5/18/1987,4.4889,6.519,2657
5820,Thanksgiving,11/16/2023,6.2828,6.517,1392
5821,Kinds of Kindness,5/30/2024,3.2981,6.5,1051
5822,The Cellar,3/25/2022,1.8304,6.517,468
5823,Godzilla: The Planet Eater,11/9/2018,2.8684,6.5,373
5824,Turbo Kid,8/14/2015,1.4359,6.5,725
5825,The Lego Ninjago Movie,9/21/2017,3.5515,6.517,1114
5826,Restless,9/16/2011,1.4875,6.517,416
5827,I Spit on Your Grave,6/17/2010,10.2438,6.517,2409
5828,Ricky Stanicky,3/7/2024,5.8646,6.516,690
5829,X-Men: Apocalypse,5/18/2016,10.4659,6.516,13279
5830,Confessions of a Brazilian Call Girl,2/25/2011,1.6907,6.515,492
5831,It Takes Two,11/17/1995,3.5037,6.512,923
5832,Madagascar: Escape 2 Africa,10/30/2008,7.784,6.515,7124
5833,The Curse of Bridge Hollow,10/14/2022,1.0668,6.514,478
5834,Burnt,10/2/2015,2.6208,6.515,3445
5835,Thor: The Dark World,10/30/2013,8.5601,6.514,17729
5836,Voices of a Distant Star,2/2/2002,2.0228,6.514,316
5837,The Jane Austen Book Club,9/9/2007,1.5316,6.5,381
5838,G20,4/10/2025,12.7497,6.516,567
5839,He's All That,8/27/2021,3.3231,6.513,1419
5840,Return to Nim's Island,3/15/2013,0.9657,6.513,637
5841,The Sisterhood of the Traveling Pants,6/1/2005,2.3113,6.513,1311
5842,Live and Let Die,6/27/1973,3.885,6.513,2134
5843,Night Train to Lisbon,3/7/2013,2.4569,6.5,420
5844,Joe,4/11/2014,1.9055,6.509,965
5845,Elysium,8/7/2013,6.2653,6.512,9131
5846,Joy Ride,10/5/2001,3.6294,6.512,1256
5847,2 Fast 2 Furious,6/5/2003,1.7461,6.512,7751
5848,The Return,9/7/2024,3.1464,6.506,333
5849,The Neon Demon,5/31/2016,4.9799,6.511,3798
5850,Rio 2,3/19/2014,6.3733,6.511,3597
5851,High School Musical 2,8/17/2007,2.535,6.511,3778
5852,Fear,4/12/1996,4.9563,6.5,919
5853,The Lorax,3/1/2012,8.9487,6.51,3703
5854,Revenge,2/16/1990,2.4446,6.5,456
5855,Nacho Libre,6/16/2006,5.0437,6.51,1730
5856,A Midsummer Night's Sex Comedy,7/16/1982,1.3255,6.51,442
5857,Operation Mincemeat,4/1/2022,2.3374,6.509,737
5858,Rolling to You,3/14/2018,1.5283,6.5,764
5859,Sand Castle,4/21/2017,1.287,6.5,816
5860,Arthur,7/17/1981,1.476,6.509,444
5861,Tideland,9/9/2005,1.6008,6.509,580
5862,Pokémon 3: The Movie,7/8/2000,2.8257,6.5,639
5863,Analyze This,3/5/1999,3.0744,6.509,1973
5864,Cliffhanger,5/28/1993,4.3956,6.5,2468
5865,U-571,4/20/2000,2.7505,6.5,1276
5866,Seoul Station,8/17/2016,1.2705,6.508,452
